Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001
"09001010101","14000US09001010101","Census Tract 101.01, Fairfield County, Connecticut","Census Tract 101.01, Fairfield County, Connecticut","ct","140","00","ACSSF","0000481",,,,,"09","001",,,,"010101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4132
"09001010102","14000US09001010102","Census Tract 101.02, Fairfield County, Connecticut","Census Tract 101.02, Fairfield County, Connecticut","ct","140","00","ACSSF","0000482",,,,,"09","001",,,,"010102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4174
"09001010201","14000US09001010201","Census Tract 102.01, Fairfield County, Connecticut","Census Tract 102.01, Fairfield County, Connecticut","ct","140","00","ACSSF","0000483",,,,,"09","001",,,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277
"09001010202","14000US09001010202","Census Tract 102.02, Fairfield County, Connecticut","Census Tract 102.02, Fairfield County, Connecticut","ct","140","00","ACSSF","0000484",,,,,"09","001",,,,"010202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5546
"09001010300","14000US09001010300","Census Tract 103, Fairfield County, Connecticut","Census Tract 103, Fairfield County, Connecticut","ct","140","00","ACSSF","0000485",,,,,"09","001",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049
"09001010400","14000US09001010400","Census Tract 104, Fairfield County, Connecticut","Census Tract 104, Fairfield County, Connecticut","ct","140","00","ACSSF","0000486",,,,,"09","001",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5847
"09001010500","14000US09001010500","Census Tract 105, Fairfield County, Connecticut","Census Tract 105, Fairfield County, Connecticut","ct","140","00","ACSSF","0000487",,,,,"09","001",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050
"09001010600","14000US09001010600","Census Tract 106, Fairfield County, Connecticut","Census Tract 106, Fairfield County, Connecticut","ct","140","00","ACSSF","0000488",,,,,"09","001",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700
"09001010700","14000US09001010700","Census Tract 107, Fairfield County, Connecticut","Census Tract 107, Fairfield County, Connecticut","ct","140","00","ACSSF","0000489",,,,,"09","001",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3730
"09001010800","14000US09001010800","Census Tract 108, Fairfield County, Connecticut","Census Tract 108, Fairfield County, Connecticut","ct","140","00","ACSSF","0000490",,,,,"09","001",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376
"09001010900","14000US09001010900","Census Tract 109, Fairfield County, Connecticut","Census Tract 109, Fairfield County, Connecticut","ct","140","00","ACSSF","0000491",,,,,"09","001",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347
"09001011000","14000US09001011000","Census Tract 110, Fairfield County, Connecticut","Census Tract 110, Fairfield County, Connecticut","ct","140","00","ACSSF","0000492",,,,,"09","001",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496
"09001011100","14000US09001011100","Census Tract 111, Fairfield County, Connecticut","Census Tract 111, Fairfield County, Connecticut","ct","140","00","ACSSF","0000493",,,,,"09","001",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446
"09001011200","14000US09001011200","Census Tract 112, Fairfield County, Connecticut","Census Tract 112, Fairfield County, Connecticut","ct","140","00","ACSSF","0000494",,,,,"09","001",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633
"09001011300","14000US09001011300","Census Tract 113, Fairfield County, Connecticut","Census Tract 113, Fairfield County, Connecticut","ct","140","00","ACSSF","0000495",,,,,"09","001",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615
"09001020100","14000US09001020100","Census Tract 201, Fairfield County, Connecticut","Census Tract 201, Fairfield County, Connecticut","ct","140","00","ACSSF","0000496",,,,,"09","001",,,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296
"09001020200","14000US09001020200","Census Tract 202, Fairfield County, Connecticut","Census Tract 202, Fairfield County, Connecticut","ct","140","00","ACSSF","0000497",,,,,"09","001",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465
"09001020300","14000US09001020300","Census Tract 203, Fairfield County, Connecticut","Census Tract 203, Fairfield County, Connecticut","ct","140","00","ACSSF","0000498",,,,,"09","001",,,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7197
"09001020400","14000US09001020400","Census Tract 204, Fairfield County, Connecticut","Census Tract 204, Fairfield County, Connecticut","ct","140","00","ACSSF","0000499",,,,,"09","001",,,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937
"09001020500","14000US09001020500","Census Tract 205, Fairfield County, Connecticut","Census Tract 205, Fairfield County, Connecticut","ct","140","00","ACSSF","0000500",,,,,"09","001",,,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972
"09001020600","14000US09001020600","Census Tract 206, Fairfield County, Connecticut","Census Tract 206, Fairfield County, Connecticut","ct","140","00","ACSSF","0000501",,,,,"09","001",,,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453
"09001020700","14000US09001020700","Census Tract 207, Fairfield County, Connecticut","Census Tract 207, Fairfield County, Connecticut","ct","140","00","ACSSF","0000502",,,,,"09","001",,,,"020700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207
"09001020800","14000US09001020800","Census Tract 208, Fairfield County, Connecticut","Census Tract 208, Fairfield County, Connecticut","ct","140","00","ACSSF","0000503",,,,,"09","001",,,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2831
"09001020900","14000US09001020900","Census Tract 209, Fairfield County, Connecticut","Census Tract 209, Fairfield County, Connecticut","ct","140","00","ACSSF","0000504",,,,,"09","001",,,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5146
"09001021000","14000US09001021000","Census Tract 210, Fairfield County, Connecticut","Census Tract 210, Fairfield County, Connecticut","ct","140","00","ACSSF","0000505",,,,,"09","001",,,,"021000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292
"09001021100","14000US09001021100","Census Tract 211, Fairfield County, Connecticut","Census Tract 211, Fairfield County, Connecticut","ct","140","00","ACSSF","0000506",,,,,"09","001",,,,"021100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5768
"09001021200","14000US09001021200","Census Tract 212, Fairfield County, Connecticut","Census Tract 212, Fairfield County, Connecticut","ct","140","00","ACSSF","0000507",,,,,"09","001",,,,"021200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305
"09001021300","14000US09001021300","Census Tract 213, Fairfield County, Connecticut","Census Tract 213, Fairfield County, Connecticut","ct","140","00","ACSSF","0000508",,,,,"09","001",,,,"021300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678
"09001021400","14000US09001021400","Census Tract 214, Fairfield County, Connecticut","Census Tract 214, Fairfield County, Connecticut","ct","140","00","ACSSF","0000509",,,,,"09","001",,,,"021400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6956
"09001021500","14000US09001021500","Census Tract 215, Fairfield County, Connecticut","Census Tract 215, Fairfield County, Connecticut","ct","140","00","ACSSF","0000510",,,,,"09","001",,,,"021500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5905
"09001021600","14000US09001021600","Census Tract 216, Fairfield County, Connecticut","Census Tract 216, Fairfield County, Connecticut","ct","140","00","ACSSF","0000511",,,,,"09","001",,,,"021600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7790
"09001021700","14000US09001021700","Census Tract 217, Fairfield County, Connecticut","Census Tract 217, Fairfield County, Connecticut","ct","140","00","ACSSF","0000512",,,,,"09","001",,,,"021700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7354
"09001021801","14000US09001021801","Census Tract 218.01, Fairfield County, Connecticut","Census Tract 218.01, Fairfield County, Connecticut","ct","140","00","ACSSF","0000513",,,,,"09","001",,,,"021801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348
"09001021802","14000US09001021802","Census Tract 218.02, Fairfield County, Connecticut","Census Tract 218.02, Fairfield County, Connecticut","ct","140","00","ACSSF","0000514",,,,,"09","001",,,,"021802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4948
"09001021900","14000US09001021900","Census Tract 219, Fairfield County, Connecticut","Census Tract 219, Fairfield County, Connecticut","ct","140","00","ACSSF","0000515",,,,,"09","001",,,,"021900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365
"09001022000","14000US09001022000","Census Tract 220, Fairfield County, Connecticut","Census Tract 220, Fairfield County, Connecticut","ct","140","00","ACSSF","0000516",,,,,"09","001",,,,"022000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037
"09001022100","14000US09001022100","Census Tract 221, Fairfield County, Connecticut","Census Tract 221, Fairfield County, Connecticut","ct","140","00","ACSSF","0000517",,,,,"09","001",,,,"022100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8575
"09001022200","14000US09001022200","Census Tract 222, Fairfield County, Connecticut","Census Tract 222, Fairfield County, Connecticut","ct","140","00","ACSSF","0000518",,,,,"09","001",,,,"022200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4468
"09001022300","14000US09001022300","Census Tract 223, Fairfield County, Connecticut","Census Tract 223, Fairfield County, Connecticut","ct","140","00","ACSSF","0000519",,,,,"09","001",,,,"022300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5836
"09001022400","14000US09001022400","Census Tract 224, Fairfield County, Connecticut","Census Tract 224, Fairfield County, Connecticut","ct","140","00","ACSSF","0000520",,,,,"09","001",,,,"022400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281
"09001030100","14000US09001030100","Census Tract 301, Fairfield County, Connecticut","Census Tract 301, Fairfield County, Connecticut","ct","140","00","ACSSF","0000521",,,,,"09","001",,,,"030100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527
"09001030200","14000US09001030200","Census Tract 302, Fairfield County, Connecticut","Census Tract 302, Fairfield County, Connecticut","ct","140","00","ACSSF","0000522",,,,,"09","001",,,,"030200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3889
"09001030300","14000US09001030300","Census Tract 303, Fairfield County, Connecticut","Census Tract 303, Fairfield County, Connecticut","ct","140","00","ACSSF","0000523",,,,,"09","001",,,,"030300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129
"09001030400","14000US09001030400","Census Tract 304, Fairfield County, Connecticut","Census Tract 304, Fairfield County, Connecticut","ct","140","00","ACSSF","0000524",,,,,"09","001",,,,"030400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295
"09001030500","14000US09001030500","Census Tract 305, Fairfield County, Connecticut","Census Tract 305, Fairfield County, Connecticut","ct","140","00","ACSSF","0000525",,,,,"09","001",,,,"030500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5679
"09001035100","14000US09001035100","Census Tract 351, Fairfield County, Connecticut","Census Tract 351, Fairfield County, Connecticut","ct","140","00","ACSSF","0000526",,,,,"09","001",,,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7740
"09001035200","14000US09001035200","Census Tract 352, Fairfield County, Connecticut","Census Tract 352, Fairfield County, Connecticut","ct","140","00","ACSSF","0000527",,,,,"09","001",,,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097
"09001035300","14000US09001035300","Census Tract 353, Fairfield County, Connecticut","Census Tract 353, Fairfield County, Connecticut","ct","140","00","ACSSF","0000528",,,,,"09","001",,,,"035300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4037
"09001035400","14000US09001035400","Census Tract 354, Fairfield County, Connecticut","Census Tract 354, Fairfield County, Connecticut","ct","140","00","ACSSF","0000529",,,,,"09","001",,,,"035400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374
"09001042500","14000US09001042500","Census Tract 425, Fairfield County, Connecticut","Census Tract 425, Fairfield County, Connecticut","ct","140","00","ACSSF","0000530",,,,,"09","001",,,,"042500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4027
"09001042600","14000US09001042600","Census Tract 426, Fairfield County, Connecticut","Census Tract 426, Fairfield County, Connecticut","ct","140","00","ACSSF","0000531",,,,,"09","001",,,,"042600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4229
"09001042700","14000US09001042700","Census Tract 427, Fairfield County, Connecticut","Census Tract 427, Fairfield County, Connecticut","ct","140","00","ACSSF","0000532",,,,,"09","001",,,,"042700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802
"09001042800","14000US09001042800","Census Tract 428, Fairfield County, Connecticut","Census Tract 428, Fairfield County, Connecticut","ct","140","00","ACSSF","0000533",,,,,"09","001",,,,"042800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027
"09001042900","14000US09001042900","Census Tract 429, Fairfield County, Connecticut","Census Tract 429, Fairfield County, Connecticut","ct","140","00","ACSSF","0000534",,,,,"09","001",,,,"042900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604
"09001043000","14000US09001043000","Census Tract 430, Fairfield County, Connecticut","Census Tract 430, Fairfield County, Connecticut","ct","140","00","ACSSF","0000535",,,,,"09","001",,,,"043000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132
"09001043100","14000US09001043100","Census Tract 431, Fairfield County, Connecticut","Census Tract 431, Fairfield County, Connecticut","ct","140","00","ACSSF","0000536",,,,,"09","001",,,,"043100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894
"09001043200","14000US09001043200","Census Tract 432, Fairfield County, Connecticut","Census Tract 432, Fairfield County, Connecticut","ct","140","00","ACSSF","0000537",,,,,"09","001",,,,"043200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203
"09001043300","14000US09001043300","Census Tract 433, Fairfield County, Connecticut","Census Tract 433, Fairfield County, Connecticut","ct","140","00","ACSSF","0000538",,,,,"09","001",,,,"043300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3396
"09001043400","14000US09001043400","Census Tract 434, Fairfield County, Connecticut","Census Tract 434, Fairfield County, Connecticut","ct","140","00","ACSSF","0000539",,,,,"09","001",,,,"043400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192
"09001043500","14000US09001043500","Census Tract 435, Fairfield County, Connecticut","Census Tract 435, Fairfield County, Connecticut","ct","140","00","ACSSF","0000540",,,,,"09","001",,,,"043500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534
"09001043600","14000US09001043600","Census Tract 436, Fairfield County, Connecticut","Census Tract 436, Fairfield County, Connecticut","ct","140","00","ACSSF","0000541",,,,,"09","001",,,,"043600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940
"09001043700","14000US09001043700","Census Tract 437, Fairfield County, Connecticut","Census Tract 437, Fairfield County, Connecticut","ct","140","00","ACSSF","0000542",,,,,"09","001",,,,"043700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822
"09001043800","14000US09001043800","Census Tract 438, Fairfield County, Connecticut","Census Tract 438, Fairfield County, Connecticut","ct","140","00","ACSSF","0000543",,,,,"09","001",,,,"043800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7902
"09001043900","14000US09001043900","Census Tract 439, Fairfield County, Connecticut","Census Tract 439, Fairfield County, Connecticut","ct","140","00","ACSSF","0000544",,,,,"09","001",,,,"043900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895
"09001044000","14000US09001044000","Census Tract 440, Fairfield County, Connecticut","Census Tract 440, Fairfield County, Connecticut","ct","140","00","ACSSF","0000545",,,,,"09","001",,,,"044000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6049
"09001044100","14000US09001044100","Census Tract 441, Fairfield County, Connecticut","Census Tract 441, Fairfield County, Connecticut","ct","140","00","ACSSF","0000546",,,,,"09","001",,,,"044100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249
"09001044200","14000US09001044200","Census Tract 442, Fairfield County, Connecticut","Census Tract 442, Fairfield County, Connecticut","ct","140","00","ACSSF","0000547",,,,,"09","001",,,,"044200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003
"09001044300","14000US09001044300","Census Tract 443, Fairfield County, Connecticut","Census Tract 443, Fairfield County, Connecticut","ct","140","00","ACSSF","0000548",,,,,"09","001",,,,"044300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981
"09001044400","14000US09001044400","Census Tract 444, Fairfield County, Connecticut","Census Tract 444, Fairfield County, Connecticut","ct","140","00","ACSSF","0000549",,,,,"09","001",,,,"044400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856
"09001044500","14000US09001044500","Census Tract 445, Fairfield County, Connecticut","Census Tract 445, Fairfield County, Connecticut","ct","140","00","ACSSF","0000550",,,,,"09","001",,,,"044500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752
"09001044600","14000US09001044600","Census Tract 446, Fairfield County, Connecticut","Census Tract 446, Fairfield County, Connecticut","ct","140","00","ACSSF","0000551",,,,,"09","001",,,,"044600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3441
"09001045101","14000US09001045101","Census Tract 451.01, Fairfield County, Connecticut","Census Tract 451.01, Fairfield County, Connecticut","ct","140","00","ACSSF","0000552",,,,,"09","001",,,,"045101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279
"09001045102","14000US09001045102","Census Tract 451.02, Fairfield County, Connecticut","Census Tract 451.02, Fairfield County, Connecticut","ct","140","00","ACSSF","0000553",,,,,"09","001",,,,"045102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5866
"09001045200","14000US09001045200","Census Tract 452, Fairfield County, Connecticut","Census Tract 452, Fairfield County, Connecticut","ct","140","00","ACSSF","0000554",,,,,"09","001",,,,"045200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308
"09001045300","14000US09001045300","Census Tract 453, Fairfield County, Connecticut","Census Tract 453, Fairfield County, Connecticut","ct","140","00","ACSSF","0000555",,,,,"09","001",,,,"045300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578
"09001045400","14000US09001045400","Census Tract 454, Fairfield County, Connecticut","Census Tract 454, Fairfield County, Connecticut","ct","140","00","ACSSF","0000556",,,,,"09","001",,,,"045400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3585
"09001050100","14000US09001050100","Census Tract 501, Fairfield County, Connecticut","Census Tract 501, Fairfield County, Connecticut","ct","140","00","ACSSF","0000557",,,,,"09","001",,,,"050100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138
"09001050200","14000US09001050200","Census Tract 502, Fairfield County, Connecticut","Census Tract 502, Fairfield County, Connecticut","ct","140","00","ACSSF","0000558",,,,,"09","001",,,,"050200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136
"09001050300","14000US09001050300","Census Tract 503, Fairfield County, Connecticut","Census Tract 503, Fairfield County, Connecticut","ct","140","00","ACSSF","0000559",,,,,"09","001",,,,"050300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8389
"09001050400","14000US09001050400","Census Tract 504, Fairfield County, Connecticut","Census Tract 504, Fairfield County, Connecticut","ct","140","00","ACSSF","0000560",,,,,"09","001",,,,"050400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369
"09001050500","14000US09001050500","Census Tract 505, Fairfield County, Connecticut","Census Tract 505, Fairfield County, Connecticut","ct","140","00","ACSSF","0000561",,,,,"09","001",,,,"050500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028
"09001050600","14000US09001050600","Census Tract 506, Fairfield County, Connecticut","Census Tract 506, Fairfield County, Connecticut","ct","140","00","ACSSF","0000562",,,,,"09","001",,,,"050600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451
"09001055100","14000US09001055100","Census Tract 551, Fairfield County, Connecticut","Census Tract 551, Fairfield County, Connecticut","ct","140","00","ACSSF","0000563",,,,,"09","001",,,,"055100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719
"09001055200","14000US09001055200","Census Tract 552, Fairfield County, Connecticut","Census Tract 552, Fairfield County, Connecticut","ct","140","00","ACSSF","0000564",,,,,"09","001",,,,"055200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4628
"09001060100","14000US09001060100","Census Tract 601, Fairfield County, Connecticut","Census Tract 601, Fairfield County, Connecticut","ct","140","00","ACSSF","0000565",,,,,"09","001",,,,"060100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4457
"09001060200","14000US09001060200","Census Tract 602, Fairfield County, Connecticut","Census Tract 602, Fairfield County, Connecticut","ct","140","00","ACSSF","0000566",,,,,"09","001",,,,"060200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4460
"09001060300","14000US09001060300","Census Tract 603, Fairfield County, Connecticut","Census Tract 603, Fairfield County, Connecticut","ct","140","00","ACSSF","0000567",,,,,"09","001",,,,"060300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976
"09001060400","14000US09001060400","Census Tract 604, Fairfield County, Connecticut","Census Tract 604, Fairfield County, Connecticut","ct","140","00","ACSSF","0000568",,,,,"09","001",,,,"060400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4361
"09001060500","14000US09001060500","Census Tract 605, Fairfield County, Connecticut","Census Tract 605, Fairfield County, Connecticut","ct","140","00","ACSSF","0000569",,,,,"09","001",,,,"060500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769
"09001060600","14000US09001060600","Census Tract 606, Fairfield County, Connecticut","Census Tract 606, Fairfield County, Connecticut","ct","140","00","ACSSF","0000570",,,,,"09","001",,,,"060600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388
"09001060700","14000US09001060700","Census Tract 607, Fairfield County, Connecticut","Census Tract 607, Fairfield County, Connecticut","ct","140","00","ACSSF","0000571",,,,,"09","001",,,,"060700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7902
"09001060800","14000US09001060800","Census Tract 608, Fairfield County, Connecticut","Census Tract 608, Fairfield County, Connecticut","ct","140","00","ACSSF","0000572",,,,,"09","001",,,,"060800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095
"09001060900","14000US09001060900","Census Tract 609, Fairfield County, Connecticut","Census Tract 609, Fairfield County, Connecticut","ct","140","00","ACSSF","0000573",,,,,"09","001",,,,"060900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543
"09001061000","14000US09001061000","Census Tract 610, Fairfield County, Connecticut","Census Tract 610, Fairfield County, Connecticut","ct","140","00","ACSSF","0000574",,,,,"09","001",,,,"061000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965
"09001061100","14000US09001061100","Census Tract 611, Fairfield County, Connecticut","Census Tract 611, Fairfield County, Connecticut","ct","140","00","ACSSF","0000575",,,,,"09","001",,,,"061100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942
"09001061200","14000US09001061200","Census Tract 612, Fairfield County, Connecticut","Census Tract 612, Fairfield County, Connecticut","ct","140","00","ACSSF","0000576",,,,,"09","001",,,,"061200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198
"09001061300","14000US09001061300","Census Tract 613, Fairfield County, Connecticut","Census Tract 613, Fairfield County, Connecticut","ct","140","00","ACSSF","0000577",,,,,"09","001",,,,"061300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320
"09001061400","14000US09001061400","Census Tract 614, Fairfield County, Connecticut","Census Tract 614, Fairfield County, Connecticut","ct","140","00","ACSSF","0000578",,,,,"09","001",,,,"061400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043
"09001061500","14000US09001061500","Census Tract 615, Fairfield County, Connecticut","Census Tract 615, Fairfield County, Connecticut","ct","140","00","ACSSF","0000579",,,,,"09","001",,,,"061500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4547
"09001061600","14000US09001061600","Census Tract 616, Fairfield County, Connecticut","Census Tract 616, Fairfield County, Connecticut","ct","140","00","ACSSF","0000580",,,,,"09","001",,,,"061600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5148
"09001070100","14000US09001070100","Census Tract 701, Fairfield County, Connecticut","Census Tract 701, Fairfield County, Connecticut","ct","140","00","ACSSF","0000581",,,,,"09","001",,,,"070100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699
"09001070200","14000US09001070200","Census Tract 702, Fairfield County, Connecticut","Census Tract 702, Fairfield County, Connecticut","ct","140","00","ACSSF","0000582",,,,,"09","001",,,,"070200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218
"09001070300","14000US09001070300","Census Tract 703, Fairfield County, Connecticut","Census Tract 703, Fairfield County, Connecticut","ct","140","00","ACSSF","0000583",,,,,"09","001",,,,"070300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177
"09001070400","14000US09001070400","Census Tract 704, Fairfield County, Connecticut","Census Tract 704, Fairfield County, Connecticut","ct","140","00","ACSSF","0000584",,,,,"09","001",,,,"070400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604
"09001070500","14000US09001070500","Census Tract 705, Fairfield County, Connecticut","Census Tract 705, Fairfield County, Connecticut","ct","140","00","ACSSF","0000585",,,,,"09","001",,,,"070500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149
